,,,,,,,,
Ubuntu os,,,,,,,,
com.fasterxml.jackson.core:jackson-databind,opt/truera/deps/trino-server/plugin/delta-lake/alluxio-shaded-client-2.7.3.jar,CVE-2022-42003,HIGH,2.11.1,"2.12.7.1, 2.13.4.1","https://access.redhat.com/security/cve/CVE-2022-42003
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=51020
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42003",,"In FasterXML jackson-databind before 2.14.0-rc1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled. Additional fix version in 2.13.4.1 and 2.12.17.1

We do not have UNWRAP_SINGLE_VALUE_ARRAYS  enabled"
com.fasterxml.jackson.core:jackson-databind,opt/truera/deps/trino-server/plugin/delta-lake/alluxio-shaded-client-2.7.3.jar,CVE-2022-42004,HIGH,2.11.1,"2.12.7.1, 2.13.4","https://access.redhat.com/security/cve/CVE-2022-42004
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=50490
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42004",,"In FasterXML jackson-databind before 2.13.4, resource exhaustion can occur because of a lack of a check in BeanDeserializer._deserializeFromArray to prevent use of deeply nested arrays. An application is vulnerable only with certain customized choices for deserialization.


We do not use BeanDeserializer._deserializeFromArray"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc-streaming-runner/lib/parquet-jackson-1.12.2.jar
opt/truera/bin/data-svc/lib/parquet-jackson-1.12.2.jar
opt/truera/config.default/lib/parquet-jackson-1.12.2.jar
opt/truera/deps/keycloak/bin/client/jboss-client.jar
opt/truera/deps/spark/jars/parquet-jackson-1.12.2.jar",CVE-2020-36518,HIGH,2.11.4,"2.12.6.1, 2.13.2.1","https://access.redhat.com/security/cve/CVE-2020-36518
https://github.com/FasterXML/jackson-databind/commit/fcfc4998ec23f0b1f7f8a9521c2b317b6c25892b
https://github.com/FasterXML/jackson-databind/issues/2816",,"A flaw was found in the Jackson Databind package. This cause of the issue is due to a Java StackOverflow exception and a denial of service via a significant depth of nested objects.

Truera or it's components do not use rh-sso7-keycloak"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc-streaming-runner/lib/parquet-jackson-1.12.2.jar
opt/truera/bin/data-svc/lib/parquet-jackson-1.12.2.jar
opt/truera/config.default/lib/parquet-jackson-1.12.2.jar
opt/truera/deps/keycloak/bin/client/jboss-client.jar
opt/truera/deps/spark/jars/parquet-jackson-1.12.2.jar",CVE-2022-42003,HIGH,2.11.4,"2.12.7.1, 2.13.4.1","https://access.redhat.com/security/cve/CVE-2022-42003
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=51020
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42003",,"In FasterXML jackson-databind before 2.14.0-rc1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled. Additional fix version in 2.13.4.1 and 2.12.17.1

We do not have UNWRAP_SINGLE_VALUE_ARRAYS  enabled"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc-streaming-runner/lib/parquet-jackson-1.12.2.jar
opt/truera/bin/data-svc/lib/parquet-jackson-1.12.2.jar
opt/truera/config.default/lib/parquet-jackson-1.12.2.jar
opt/truera/deps/keycloak/bin/client/jboss-client.jar
opt/truera/deps/spark/jars/parquet-jackson-1.12.2.jar",CVE-2022-42004,HIGH,2.11.4,"2.12.7.1, 2.13.4","https://access.redhat.com/security/cve/CVE-2022-42004
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=50490
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42004",,"In FasterXML jackson-databind before 2.13.4, resource exhaustion can occur because of a lack of a check in BeanDeserializer._deserializeFromArray to prevent use of deeply nested arrays. An application is vulnerable only with certain customized choices for deserialization.


We do not use BeanDeserializer._deserializeFromArray"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/deps/apache-hive-3.1.3-bin/lib/hive-druid-handler-3.1.3.jar
opt/truera/deps/apache-hive-3.1.3-bin/lib/jackson-databind-2.12.0.jar",CVE-2020-36518,HIGH,2.12.0,"2.12.6.1, 2.13.2.1","https://access.redhat.com/security/cve/CVE-2020-36518
https://github.com/FasterXML/jackson-databind/commit/fcfc4998ec23f0b1f7f8a9521c2b317b6c25892b
https://github.com/FasterXML/jackson-databind/issues/2816",,"A flaw was found in the Jackson Databind package. This cause of the issue is due to a Java StackOverflow exception and a denial of service via a significant depth of nested objects.

Truera or it's components do not use rh-sso7-keycloak"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/deps/apache-hive-3.1.3-bin/lib/hive-druid-handler-3.1.3.jar
opt/truera/deps/apache-hive-3.1.3-bin/lib/jackson-databind-2.12.0.jar",CVE-2022-42003,HIGH,2.12.0,"2.12.7.1, 2.13.4.1","https://access.redhat.com/security/cve/CVE-2022-42003
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=51020
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42003",,"In FasterXML jackson-databind before 2.14.0-rc1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled. Additional fix version in 2.13.4.1 and 2.12.17.1

We do not have UNWRAP_SINGLE_VALUE_ARRAYS  enabled"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/deps/apache-hive-3.1.3-bin/lib/hive-druid-handler-3.1.3.jar
opt/truera/deps/apache-hive-3.1.3-bin/lib/jackson-databind-2.12.0.jar",CVE-2022-42004,HIGH,2.12.0,"2.12.7.1, 2.13.4","https://access.redhat.com/security/cve/CVE-2022-42004
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=50490
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42004",,"In FasterXML jackson-databind before 2.13.4, resource exhaustion can occur because of a lack of a check in BeanDeserializer._deserializeFromArray to prevent use of deeply nested arrays. An application is vulnerable only with certain customized choices for deserialization.


We do not use BeanDeserializer._deserializeFromArray"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/deps/keycloak/bin/client/keycloak-admin-cli-16.1.1.jar
opt/truera/deps/keycloak/bin/client/keycloak-client-registration-cli-16.1.1.jar",CVE-2020-36518,HIGH,2.12.1,"2.12.6.1, 2.13.2.1","https://access.redhat.com/security/cve/CVE-2020-36518
https://github.com/FasterXML/jackson-databind/commit/fcfc4998ec23f0b1f7f8a9521c2b317b6c25892b
https://github.com/FasterXML/jackson-databind/issues/2816",,"A flaw was found in the Jackson Databind package. This cause of the issue is due to a Java StackOverflow exception and a denial of service via a significant depth of nested objects.

Truera or it's components do not use rh-sso7-keycloak"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/deps/keycloak/bin/client/keycloak-admin-cli-16.1.1.jar
opt/truera/deps/keycloak/bin/client/keycloak-client-registration-cli-16.1.1.jar",CVE-2022-42003,HIGH,2.12.1,"2.12.7.1, 2.13.4.1","https://access.redhat.com/security/cve/CVE-2022-42003
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=51020
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42003",,"In FasterXML jackson-databind before 2.14.0-rc1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled. Additional fix version in 2.13.4.1 and 2.12.17.1

We do not have UNWRAP_SINGLE_VALUE_ARRAYS  enabled"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/deps/keycloak/bin/client/keycloak-admin-cli-16.1.1.jar
opt/truera/deps/keycloak/bin/client/keycloak-client-registration-cli-16.1.1.jar",CVE-2022-42004,HIGH,2.12.1,"2.12.7.1, 2.13.4","https://access.redhat.com/security/cve/CVE-2022-42004
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=50490
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42004",,"In FasterXML jackson-databind before 2.13.4, resource exhaustion can occur because of a lack of a check in BeanDeserializer._deserializeFromArray to prevent use of deeply nested arrays. An application is vulnerable only with certain customized choices for deserialization.


We do not use BeanDeserializer._deserializeFromArray"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc-streaming-runner/lib/iceberg-spark-runtime-3.2_2.12-0.14.0.jar
opt/truera/bin/data-svc/lib/iceberg-spark-runtime-3.2_2.12-0.14.1.jar
opt/truera/bin/monitoring/lib/iceberg-spark-runtime-3.2_2.12-0.14.1.jar
opt/truera/config.default/lib/iceberg-spark-runtime-3.2_2.12-0.14.0.jar",CVE-2020-36518,HIGH,2.12.2,"2.12.6.1, 2.13.2.1","https://access.redhat.com/security/cve/CVE-2020-36518
https://github.com/FasterXML/jackson-databind/commit/fcfc4998ec23f0b1f7f8a9521c2b317b6c25892b
https://github.com/FasterXML/jackson-databind/issues/2816",,"A flaw was found in the Jackson Databind package. This cause of the issue is due to a Java StackOverflow exception and a denial of service via a significant depth of nested objects.

Truera or it's components do not use rh-sso7-keycloak"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc-streaming-runner/lib/iceberg-spark-runtime-3.2_2.12-0.14.0.jar
opt/truera/bin/data-svc/lib/iceberg-spark-runtime-3.2_2.12-0.14.1.jar
opt/truera/bin/monitoring/lib/iceberg-spark-runtime-3.2_2.12-0.14.1.jar
opt/truera/config.default/lib/iceberg-spark-runtime-3.2_2.12-0.14.0.jar",CVE-2022-42003,HIGH,2.12.2,"2.12.7.1, 2.13.4.1","https://access.redhat.com/security/cve/CVE-2022-42003
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=51020
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42003",,"In FasterXML jackson-databind before 2.14.0-rc1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled. Additional fix version in 2.13.4.1 and 2.12.17.1

We do not have UNWRAP_SINGLE_VALUE_ARRAYS  enabled"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc-streaming-runner/lib/iceberg-spark-runtime-3.2_2.12-0.14.0.jar
opt/truera/bin/data-svc/lib/iceberg-spark-runtime-3.2_2.12-0.14.1.jar
opt/truera/bin/monitoring/lib/iceberg-spark-runtime-3.2_2.12-0.14.1.jar
opt/truera/config.default/lib/iceberg-spark-runtime-3.2_2.12-0.14.0.jar",CVE-2022-42004,HIGH,2.12.2,"2.12.7.1, 2.13.4","https://access.redhat.com/security/cve/CVE-2022-42004
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=50490
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42004",,"In FasterXML jackson-databind before 2.13.4, resource exhaustion can occur because of a lack of a check in BeanDeserializer._deserializeFromArray to prevent use of deeply nested arrays. An application is vulnerable only with certain customized choices for deserialization.


We do not use BeanDeserializer._deserializeFromArray"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc-streaming-runner/lib/jackson-databind-2.12.3.jar
opt/truera/bin/data-svc/lib/jackson-databind-2.12.3.jar
opt/truera/config.default/lib/jackson-databind-2.12.3.jar
opt/truera/deps/keycloak/modules/system/layers/base/com/fasterxml/jackson/core/jackson-databind/main/jackson-databind-2.12.3.jar
opt/truera/deps/spark/jars/jackson-databind-2.12.3.jar
opt/truera/deps/spark/yarn/spark-3.2.2-yarn-shuffle.jar",CVE-2020-36518,HIGH,2.12.3,"2.12.6.1, 2.13.2.1","https://access.redhat.com/security/cve/CVE-2020-36518
https://github.com/FasterXML/jackson-databind/commit/fcfc4998ec23f0b1f7f8a9521c2b317b6c25892b
https://github.com/FasterXML/jackson-databind/issues/2816",,"A flaw was found in the Jackson Databind package. This cause of the issue is due to a Java StackOverflow exception and a denial of service via a significant depth of nested objects.

Truera or it's components do not use rh-sso7-keycloak"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc-streaming-runner/lib/jackson-databind-2.12.3.jar
opt/truera/bin/data-svc/lib/jackson-databind-2.12.3.jar
opt/truera/config.default/lib/jackson-databind-2.12.3.jar
opt/truera/deps/keycloak/modules/system/layers/base/com/fasterxml/jackson/core/jackson-databind/main/jackson-databind-2.12.3.jar
opt/truera/deps/spark/jars/jackson-databind-2.12.3.jar
opt/truera/deps/spark/yarn/spark-3.2.2-yarn-shuffle.jar",CVE-2022-42003,HIGH,2.12.3,"2.12.7.1, 2.13.4.1","https://access.redhat.com/security/cve/CVE-2022-42003
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=51020
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42003",,"In FasterXML jackson-databind before 2.14.0-rc1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled. Additional fix version in 2.13.4.1 and 2.12.17.1

We do not have UNWRAP_SINGLE_VALUE_ARRAYS  enabled"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc-streaming-runner/lib/jackson-databind-2.12.3.jar
opt/truera/bin/data-svc/lib/jackson-databind-2.12.3.jar
opt/truera/config.default/lib/jackson-databind-2.12.3.jar
opt/truera/deps/keycloak/modules/system/layers/base/com/fasterxml/jackson/core/jackson-databind/main/jackson-databind-2.12.3.jar
opt/truera/deps/spark/jars/jackson-databind-2.12.3.jar
opt/truera/deps/spark/yarn/spark-3.2.2-yarn-shuffle.jar",CVE-2022-42004,HIGH,2.12.3,"2.12.7.1, 2.13.4","https://access.redhat.com/security/cve/CVE-2022-42004
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=50490
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42004",,"In FasterXML jackson-databind before 2.13.4, resource exhaustion can occur because of a lack of a check in BeanDeserializer._deserializeFromArray to prevent use of deeply nested arrays. An application is vulnerable only with certain customized choices for deserialization.


We do not use BeanDeserializer._deserializeFromArray"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc/lib/aws-java-sdk-bundle-1.12.272.jar
opt/truera/bin/spark-join-job/spark-join-job.jar
opt/truera/deps/apache-hive-3.1.3-bin/lib/aws-java-sdk-bundle-1.12.272.jar
opt/truera/deps/kafka/libs/jackson-databind-2.12.6.1.jar
opt/truera/deps/trino-server/lib/aws-java-sdk-bundle-1.12.272.jar",CVE-2022-42003,HIGH,2.12.6.1,"2.12.7.1, 2.13.4.1","https://access.redhat.com/security/cve/CVE-2022-42003
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=51020
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42003",,"In FasterXML jackson-databind before 2.14.0-rc1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled. Additional fix version in 2.13.4.1 and 2.12.17.1

We do not have UNWRAP_SINGLE_VALUE_ARRAYS  enabled"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc/lib/aws-java-sdk-bundle-1.12.272.jar
opt/truera/bin/spark-join-job/spark-join-job.jar
opt/truera/deps/apache-hive-3.1.3-bin/lib/aws-java-sdk-bundle-1.12.272.jar
opt/truera/deps/kafka/libs/jackson-databind-2.12.6.1.jar
opt/truera/deps/trino-server/lib/aws-java-sdk-bundle-1.12.272.jar",CVE-2022-42004,HIGH,2.12.6.1,"2.12.7.1, 2.13.4","https://access.redhat.com/security/cve/CVE-2022-42004
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=50490
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42004",,"In FasterXML jackson-databind before 2.13.4, resource exhaustion can occur because of a lack of a check in BeanDeserializer._deserializeFromArray to prevent use of deeply nested arrays. An application is vulnerable only with certain customized choices for deserialization.


We do not use BeanDeserializer._deserializeFromArray"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/authz-replicator/lib/jackson-databind-2.13.1.jar
opt/truera/bin/metadata-repo/metarepo.jar
opt/truera/bin/rbac/rbac.jar
opt/truera/bin/streaming-ingress-service/lib/jackson-databind-2.13.1.jar
opt/truera/deps/trino-server/lib/jackson-databind-2.13.1.jar",CVE-2020-36518,HIGH,2.13.1,"2.12.6.1, 2.13.2.1","https://access.redhat.com/security/cve/CVE-2020-36518
https://github.com/FasterXML/jackson-databind/commit/fcfc4998ec23f0b1f7f8a9521c2b317b6c25892b
https://github.com/FasterXML/jackson-databind/issues/2816",,"A flaw was found in the Jackson Databind package. This cause of the issue is due to a Java StackOverflow exception and a denial of service via a significant depth of nested objects.

Truera or it's components do not use rh-sso7-keycloak"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/authz-replicator/lib/jackson-databind-2.13.1.jar
opt/truera/bin/metadata-repo/metarepo.jar
opt/truera/bin/rbac/rbac.jar
opt/truera/bin/streaming-ingress-service/lib/jackson-databind-2.13.1.jar
opt/truera/deps/trino-server/lib/jackson-databind-2.13.1.jar",CVE-2022-42003,HIGH,2.13.1,"2.12.7.1, 2.13.4.1","https://access.redhat.com/security/cve/CVE-2022-42003
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=51020
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42003",,"In FasterXML jackson-databind before 2.14.0-rc1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled. Additional fix version in 2.13.4.1 and 2.12.17.1

We do not have UNWRAP_SINGLE_VALUE_ARRAYS  enabled"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/authz-replicator/lib/jackson-databind-2.13.1.jar
opt/truera/bin/metadata-repo/metarepo.jar
opt/truera/bin/rbac/rbac.jar
opt/truera/bin/streaming-ingress-service/lib/jackson-databind-2.13.1.jar
opt/truera/deps/trino-server/lib/jackson-databind-2.13.1.jar",CVE-2022-42004,HIGH,2.13.1,"2.12.7.1, 2.13.4","https://access.redhat.com/security/cve/CVE-2022-42004
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=50490
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42004",,"In FasterXML jackson-databind before 2.13.4, resource exhaustion can occur because of a lack of a check in BeanDeserializer._deserializeFromArray to prevent use of deeply nested arrays. An application is vulnerable only with certain customized choices for deserialization.


We do not use BeanDeserializer._deserializeFromArray"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc/lib/hadoop-client-runtime-3.3.3.jar
opt/truera/bin/monitoring/lib/hadoop-client-runtime-3.3.3.jar
opt/truera/deps/hadoop-3.3.3/share/hadoop/client/hadoop-client-runtime-3.3.3.jar
opt/truera/deps/hadoop-3.3.3/share/hadoop/common/lib/jackson-databind-2.13.2.2.jar
opt/truera/deps/hadoop-3.3.3/share/hadoop/hdfs/lib/jackson-databind-2.13.2.2.jar
opt/truera/deps/hadoop-3.3.3/share/hadoop/yarn/hadoop-yarn-applications-catalog-webapp-3.3.3.war",CVE-2022-42003,HIGH,2.13.2.2,"2.12.7.1, 2.13.4.1","https://access.redhat.com/security/cve/CVE-2022-42003
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=51020
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42003",,"In FasterXML jackson-databind before 2.14.0-rc1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled. Additional fix version in 2.13.4.1 and 2.12.17.1

We do not have UNWRAP_SINGLE_VALUE_ARRAYS  enabled"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc/lib/hadoop-client-runtime-3.3.3.jar
opt/truera/bin/monitoring/lib/hadoop-client-runtime-3.3.3.jar
opt/truera/deps/hadoop-3.3.3/share/hadoop/client/hadoop-client-runtime-3.3.3.jar
opt/truera/deps/hadoop-3.3.3/share/hadoop/common/lib/jackson-databind-2.13.2.2.jar
opt/truera/deps/hadoop-3.3.3/share/hadoop/hdfs/lib/jackson-databind-2.13.2.2.jar
opt/truera/deps/hadoop-3.3.3/share/hadoop/yarn/hadoop-yarn-applications-catalog-webapp-3.3.3.war",CVE-2022-42004,HIGH,2.13.2.2,"2.12.7.1, 2.13.4","https://access.redhat.com/security/cve/CVE-2022-42004
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=50490
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42004",,"In FasterXML jackson-databind before 2.13.4, resource exhaustion can occur because of a lack of a check in BeanDeserializer._deserializeFromArray to prevent use of deeply nested arrays. An application is vulnerable only with certain customized choices for deserialization.


We do not use BeanDeserializer._deserializeFromArray"
com.fasterxml.jackson.core:jackson-databind,opt/truera/bin/query-service/query-service.jar,CVE-2022-42003,HIGH,2.13.4,"2.12.7.1, 2.13.4.1","https://access.redhat.com/security/cve/CVE-2022-42003
https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=51020
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42003",,"In FasterXML jackson-databind before 2.14.0-rc1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled. Additional fix version in 2.13.4.1 and 2.12.17.1

We do not have UNWRAP_SINGLE_VALUE_ARRAYS  enabled"
com.fasterxml.jackson.core:jackson-databind,"opt/truera/bin/data-svc-streaming-runner/lib/htrace-core-3.2.0-incubating.jar
opt/truera/bin/data-svc-streaming-runner/lib/htrace-core4-4.1.0-incubating.jar
opt/truera/bin/monitoring/lib/htrace-core-3.2.0-incubating.jar
opt/truera/bin/streaming-ingress-service/lib/htrace-core4-4.1.0-incubating.jar
opt/truera/config.default/lib/htrace-core-3.2.0-incubating.jar
opt/truera/config.default/lib/htrace-core4-4.1.0-incubating.jar
opt/truera/deps/apache-hive-3.1.3-bin/lib/htrace-core-3.2.0-incubating.jar
opt/truera/deps/hadoop-3.3.3/share/hadoop/yarn/timelineservice/lib/htrace-core-3.1.0-incubating.jar
opt/truera/deps/spark/jars/htrace-core4-4.1.0-incubating.jar
opt/truera/deps/trino-server/plugin/phoenix/phoenix-client-4.14.1-HBase-1.4-embedded.jar
opt/truera/deps/trino-server/plugin/phoenix5/phoenix-client-embedded-hbase-2.2-5.1.2.jar",CVE-2018-5968,HIGH,2.4.0,"2.7.9.5, 2.8.11.1, 2.9.4","https://access.redhat.com/errata/RHSA-2018:0478
https://access.redhat.com/errata/RHSA-2018:0479
https://access.redhat.com/errata/RHSA-2018:0480",,"Updated to JBoss Enterprise Application Platform 7.1.1 on RHEL 6

We are currently not using any components"
